STATE,COUNTYNAME,Combined,LAT,LON,,stateProvince,STATE_Abbrev,county,Cobmined,Lat,Long,,State,Abbreviation
AK,Aleutians East,AK_Aleutians East,55.40389068,-161.8630279,,Alabama,AL,Lee,AL_Lee,32.6011835,-85.3556116,,Alabama,AL
AK,Aleutians West,AK_Aleutians West,52.88829332,-111.1510591,,Alabama,AL,Macon,AL_Macon,32.38602298,-85.69260662,,Alaska,AK
AK,Anchorage,AK_Anchorage,61.15007125,-149.1067285,,Alabama,AL,Mobile,AL_Mobile,30.79425792,-88.20178987,,Arizona,AZ
AK,Bethel,AK_Bethel,60.91258218,-159.7206784,,Alabama,AL,Mobile,AL_Mobile,30.79425792,-88.20178987,,Arkansas,AR
AK,Bristol Bay,AK_Bristol Bay,58.74234297,-156.701332,,Alabama,AL,Sumter,AL_Sumter,32.59102899,-88.19879817,,California,CA
AK,Denali,AK_Denali,63.67344642,-150.0088663,,Florida,FL,Broward,FL_Broward,26.15191486,-80.48856796,,Colorado,CO
AK,Dillingham,AK_Dillingham,59.80210846,-158.2118766,,Florida,FL,Charlotte,FL_Charlotte,26.90685875,-81.89399418,,Connecticut,CT
AK,Fairbanks North Star,AK_Fairbanks North Star,64.80844398,-146.5629514,,Florida,FL,Collier,FL_Collier,26.11957426,-81.3392833,,Delaware,DE
AK,Haines,AK_Haines,59.12158825,-135.5055713,,Florida,FL,Miami Dade,FL_Miami Dade,25.6171109,-80.56822009,,District of Columbia,DC
AK,Hoonah-Angoon,AK_Hoonah-Angoon,58.18961787,-135.3203278,,Florida,FL,Miami Dade,FL_Miami Dade,25.6171109,-80.56822009,,Florida,FL
AK,Juneau,AK_Juneau,58.45961874,-134.1803048,,Florida,FL,Miami Dade,FL_Miami Dade,25.6171109,-80.56822009,,Georgia,GA
AK,Kenai Peninsula,AK_Kenai Peninsula,60.26190145,-151.5667346,,Florida,FL,Miami Dade,FL_Miami Dade,25.6171109,-80.56822009,,Hawaii,HI
AK,Ketchikan Gateway,AK_Ketchikan Gateway,55.59408886,-130.9276431,,Florida,FL,Duval,FL_Duval,30.33021564,-81.6739749,,Idaho,ID
AK,Kodiak Island,AK_Kodiak Island,57.67785677,-153.8059487,,Florida,FL,Escambia,FL_Escambia,30.70118997,-87.37767989,,Illinois,IL
AK,Kusilvak,AK_Kusilvak,62.12647864,-163.3479798,,Florida,FL,Hernando,FL_Hernando,28.55281051,-82.42093518,,Indiana,IN
AK,Lake and Peninsula,AK_Lake and Peninsula,58.6478153,-156.1832888,,Florida,FL,Hillsborough,FL_Hillsborough,27.93055626,-82.3072041,,Iowa,IA
AK,Matanuska-Susitna,AK_Matanuska-Susitna,62.31595777,-149.5701295,,Florida,FL,Madison,FL_Madison,30.44416899,-83.47000462,,Kansas,KS
AK,Nome,AK_Nome,64.89809952,-163.9673583,,Florida,FL,Madison,FL_Madison,30.44416899,-83.47000462,,Kentucky,KY
AK,North Slope,AK_North Slope,69.30840289,-153.4401138,,Florida,FL,Monroe,FL_Monroe,#N/A,#N/A,,Louisiana,LA
AK,Northwest Arctic,AK_Northwest Arctic,67.06422735,-159.7054194,,Florida,FL,Nassau,FL_Nassau,30.60951418,-81.80848437,,Maine,ME
AK,Petersburg Census Area,AK_Petersburg Census Area,56.82256305,-133.2557133,,Florida,FL,Palm Beach,FL_Palm Beach,26.6230049,-80.43291035,,Montana,MT
AK,Prince of Wales-Hyder,AK_Prince of Wales-Hyder,55.510472,-132.6964305,,Florida,FL,Palm Beach,FL_Palm Beach,26.6230049,-80.43291035,,Nebraska,NE
AK,Sitka,AK_Sitka,57.23560031,-135.3008075,,Florida,FL,Polk,FL_Polk,27.94887707,-81.69775899,,Nevada,NV
AK,Skagway,AK_Skagway,59.56021129,-135.3379475,,Florida,FL,St. Johns,FL_St. Johns,29.90131197,-81.44387866,,New Hampshire,NH
AK,Southeast Fairbanks,AK_Southeast Fairbanks,63.87705026,-143.2062135,,Florida,FL,Taylor,FL_Taylor,30.04767096,-83.60300797,,New Jersey,NJ
AK,Valdez-Cordova,AK_Valdez-Cordova,61.57353949,-144.4625439,,Florida,FL,Wakulla,FL_Wakulla,30.17031212,-84.40264545,,New Mexico,NM
AK,Wrangell,AK_Wrangell,56.32807967,-132.0028354,,Georgia,GA,Chatham,GA_Chatham,32.00993768,-81.14157431,,New York,NY
AK,Yakutat,AK_Yakutat,59.89998814,-140.3976801,,Georgia,GA,Clinch,GA_Clinch,30.91507339,-82.70632684,,North Carolina,NC
AK,Yukon-Koyukuk,AK_Yukon-Koyukuk,65.50948978,-151.3894171,,Georgia,GA,McIntosh,GA_McIntosh,31.53298214,-81.26461212,,North Dakota,ND
AL,Autauga,AL_Autauga,32.53494167,-86.64276818,,Louisiana,LA,Caddo,LA_Caddo,32.57969518,-93.88212497,,Ohio,OH
AL,Baldwin,AL_Baldwin,30.72782803,-87.71713245,,Louisiana,LA,Calcasieu,LA_Calcasieu,30.2292142,-93.35794782,,Oklahoma,OK
AL,Barbour,AL_Barbour,31.86959109,-85.39323346,,Louisiana,LA,Concordia,LA_Concordia,31.44575184,-91.63974306,,Oregon,OR
AL,Bibb,AL_Bibb,32.99863886,-87.12643081,,Louisiana,LA,Jackson,LA_Jackson,32.30204636,-92.55774604,,Maryland,MD
AL,Blount,AL_Blount,33.98088425,-86.56737734,,Louisiana,LA,Ouachita,LA_Ouachita,32.47845315,-92.15453329,,Massachusetts,MA
AL,Bullock,AL_Bullock,32.10048703,-85.71608923,,Louisiana,LA,Plaquemines,LA_Plaquemines,29.47029014,-89.65499309,,Michigan,MI
AL,Butler,AL_Butler,31.75243468,-86.68028285,,Louisiana,LA,Union,LA_Union,32.83189455,-92.37480788,,Minnesota,MN
AL,Calhoun,AL_Calhoun,33.77143128,-85.82605864,,Louisiana,LA,Union,LA_Union,32.83189455,-92.37480788,,Mississippi,MS
AL,Chambers,AL_Chambers,32.9143649,-85.39204296,,Louisiana,LA,Vermilion,LA_Vermilion,29.84553715,-92.32406212,,Missouri,MO
AL,Cherokee,AL_Cherokee,34.1759643,-85.60378495,,Mississippi,MS,Bolivar,MS_Bolivar,33.79553662,-90.88040782,,Pennsylvania,PA
AL,Chilton,AL_Chilton,32.84786059,-86.71883525,,Mississippi,MS,Bolivar,MS_Bolivar,33.79553662,-90.88040782,,Rhode Island,RI
AL,Choctaw,AL_Choctaw,32.01924083,-88.26283597,,Mississippi,MS,Forrest,MS_Forrest,31.18885566,-89.25786254,,South Carolina,SC
AL,Clarke,AL_Clarke,31.67087887,-87.83093352,,Mississippi,MS,Hancock,MS_Hancock,30.41637505,-89.48872349,,South Dakota,SD
AL,Clay,AL_Clay,33.26907897,-85.86053311,,Mississippi,MS,Hancock,MS_Hancock,30.41637505,-89.48872349,,Tennessee,TN
AL,Cleburne,AL_Cleburne,33.67453455,-85.51879825,,Mississippi,MS,Jackson,MS_Jackson,30.54591851,-88.63622701,,Texas,TX
AL,Coffee,AL_Coffee,31.40264484,-85.98819188,,Mississippi,MS,Jackson,MS_Jackson,30.54591851,-88.63622701,,Utah,UT
AL,Colbert,AL_Colbert,34.70045036,-87.80489436,,Mississippi,MS,Lauderdale,MS_Lauderdale,32.40425932,-88.66256213,,Vermont,VT
AL,Conecuh,AL_Conecuh,31.42929716,-86.99362423,,Mississippi,MS,Harrison,MS_Harrison,30.51500982,-89.11854318,,Virginia,VA
AL,Coosa,AL_Coosa,32.93623206,-86.24763833,,Virginia,VA,York,VA_York,37.2046153,-76.4685953,,Washington,WA
AL,Covington,AL_Covington,31.24848335,-86.45121318,,North Carolina,NC,Beaufort,NC_Beaufort,35.49474455,-76.86307654,,West Virginia,WV
AL,Crenshaw,AL_Crenshaw,31.7315154,-86.31355371,,North Carolina,NC,Beaufort,NC_Beaufort,35.49474455,-76.86307654,,Wisconsin,WI
AL,Cullman,AL_Cullman,34.13197686,-86.86761757,,North Carolina,NC,Brunswick,NC_Brunswick,33.96338911,-78.05986393,,Wyoming,WY
AL,Dale,AL_Dale,31.43183356,-85.61100882,,North Carolina,NC,Brunswick,NC_Brunswick,33.96338911,-78.05986393,,,
AL,Dallas,AL_Dallas,32.3258295,-87.10649828,,North Carolina,NC,Brunswick,NC_Brunswick,33.96338911,-78.05986393,,,
AL,DeKalb,AL_DeKalb,34.4597774,-85.80414763,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Elmore,AL_Elmore,32.59661064,-86.14919179,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Escambia,AL_Escambia,31.12616465,-87.16156384,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Etowah,AL_Etowah,34.04527133,-86.03478773,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Fayette,AL_Fayette,33.72121105,-87.73886465,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Franklin,AL_Franklin,34.4416819,-87.84378968,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AL,Geneva,AL_Geneva,31.09501879,-85.83897104,,North Carolina,NC,Catawba,NC_Catawba,35.66263814,-81.21443507,,,
AL,Greene,AL_Greene,32.85311281,-87.95222889,,North Carolina,NC,Dare,NC_Dare,35.77146061,-75.80088874,,,
AL,Hale,AL_Hale,32.76268954,-87.62911089,,North Carolina,NC,Dare,NC_Dare,35.77146061,-75.80088874,,,
AL,Henry,AL_Henry,31.51467937,-85.24140074,,North Carolina,NC,Hyde,NC_Hyde,35.53180783,-76.24849083,,,
AL,Houston,AL_Houston,31.15319239,-85.30253036,,North Carolina,NC,Dare,NC_Dare,35.77146061,-75.80088874,,,
AL,Jackson,AL_Jackson,34.77943451,-85.9992963,,North Carolina,NC,Hyde,NC_Hyde,35.53180783,-76.24849083,,,
AL,Jefferson,AL_Jefferson,33.554298,-86.89651015,,North Carolina,NC,Iredell,NC_Iredell,35.80721882,-80.87364479,,,
AL,Lamar,AL_Lamar,33.77921322,-88.09689319,,North Carolina,NC,New Hanover,NC_New Hanover,34.10463251,-77.89212633,,,
AL,Lauderdale,AL_Lauderdale,34.90153854,-87.65436148,,North Carolina,NC,Pasquotank,NC_Pasquotank,36.29741988,-76.28674077,,,
AL,Lawrence,AL_Lawrence,34.52199853,-87.31103154,,North Carolina,NC,Randolph,NC_Randolph,35.7102791,-79.80603396,,,
AL,Lee,AL_Lee,32.6011835,-85.3556116,,North Carolina,NC,Richmond,NC_Richmond,35.00593583,-79.7479669,,,
AL,Limestone,AL_Limestone,34.8101069,-86.98132203,,North Carolina,NC,Richmond,NC_Richmond,35.00593583,-79.7479669,,,
AL,Lowndes,AL_Lowndes,32.15474853,-86.6500995,,North Carolina,NC,Robeson,NC_Robeson,34.64013769,-79.10350863,,,
AL,Macon,AL_Macon,32.38602298,-85.69260662,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AL,Madison,AL_Madison,34.76311737,-86.55020469,,North Carolina,NC,Scotland,NC_Scotland,34.84108765,-79.48049178,,,
AL,Marengo,AL_Marengo,32.24763865,-87.78948895,,North Carolina,NC,Stanly,NC_Stanly,35.31201475,-80.25067487,,,
AL,Marion,AL_Marion,34.13656652,-87.88714455,,North Carolina,NC,Tyrrell,NC_Tyrrell,35.81613942,-76.21181713,,,
AL,Marshall,AL_Marshall,34.36694419,-86.30663596,,North Carolina,NC,Union,NC_Union,34.98838926,-80.53073141,,,
AL,Mobile,AL_Mobile,30.79425792,-88.20178987,,North Carolina,NC,Union,NC_Union,34.98838926,-80.53073141,,,
AL,Monroe,AL_Monroe,31.57061146,-87.36581464,,South Carolina,SC,Abbeville,SC_Abbeville,34.22255627,-82.45872916,,,
AL,Montgomery,AL_Montgomery,32.22018417,-86.20761507,,South Carolina,SC,Aiken,SC_Aiken,33.54435453,-81.63482675,,,
AL,Morgan,AL_Morgan,34.45348201,-86.85290995,,South Carolina,SC,Allendale,SC_Allendale,32.98810589,-81.35813166,,,
AL,Perry,AL_Perry,32.63851634,-87.29421194,,South Carolina,SC,Barnwell,SC_Barnwell,33.26608798,-81.43499588,,,
AL,Pickens,AL_Pickens,33.28090546,-88.08866988,,South Carolina,SC,Beaufort,SC_Beaufort,32.35682591,-80.69340808,,,
AL,Pike,AL_Pike,31.80239015,-85.94087384,,South Carolina,SC,Berkeley,SC_Berkeley,33.19784471,-79.95075816,,,
AL,Randolph,AL_Randolph,33.29377731,-85.45906209,,South Carolina,SC,Calhoun,SC_Calhoun,33.67485845,-80.78021644,,,
AL,Russell,AL_Russell,32.2884296,-85.18489597,,South Carolina,SC,Charleston,SC_Charleston,32.67137586,-80.18308296,,,
AL,Shelby,AL_Shelby,33.26427535,-86.66065222,,South Carolina,SC,Chester,SC_Chester,34.6920596,-81.15952413,,,
AL,St. Clair,AL_St. Clair,33.71570238,-86.31470127,,South Carolina,SC,Dorchester,SC_Dorchester,33.07947344,-80.40524064,,,
AL,Sumter,AL_Sumter,32.59102899,-88.19879817,,South Carolina,SC,Edgefield,SC_Edgefield,33.77230036,-81.96655821,,,
AL,Talladega,AL_Talladega,33.38002836,-86.16591403,,South Carolina,SC,Fairfield,SC_Fairfield,34.39511066,-81.12123506,,,
AL,Tallapoosa,AL_Tallapoosa,32.862432,-85.79750728,,South Carolina,SC,Florence,SC_Florence,34.02445475,-79.70282897,,,
AL,Tuscaloosa,AL_Tuscaloosa,33.28954893,-87.52504581,,South Carolina,SC,Georgetown,SC_Georgetown,33.2833551,-79.23533775,,,
AL,Walker,AL_Walker,33.80336949,-87.29732566,,South Carolina,SC,Horry,SC_Horry,33.9215361,-78.99662622,,,
AL,Washington,AL_Washington,31.40766471,-88.20712661,,South Carolina,SC,Kershaw,SC_Kershaw,34.33877918,-80.59028164,,,
AL,Wilcox,AL_Wilcox,31.98924224,-87.30819408,,South Carolina,SC,Kershaw,SC_Kershaw,34.33877918,-80.59028164,,,
AL,Winston,AL_Winston,34.1492357,-87.37367741,,South Carolina,SC,Lancaster,SC_Lancaster,34.68675855,-80.70539952,,,
AR,Arkansas,AR_Arkansas,34.29080829,-91.37488853,,South Carolina,SC,Laurens,SC_Laurens,34.48363228,-82.00597854,,,
AR,Ashley,AR_Ashley,33.19119253,-91.7679098,,South Carolina,SC,Lexington,SC_Lexington,33.9022482,-81.27218683,,,
AR,Baxter,AR_Baxter,36.28721291,-92.3369694,,South Carolina,SC,McCormick,SC_McCormick,33.89958322,-82.30987745,,,
AR,Benton,AR_Benton,36.33918616,-94.25731118,,South Carolina,SC,Newberry,SC_Newberry,34.28982188,-81.60013301,,,
AR,Boone,AR_Boone,36.30859026,-93.09148172,,South Carolina,SC,Orangeburg,SC_Orangeburg,33.43900587,-80.80033494,,,
AR,Bradley,AR_Bradley,33.46585624,-92.16224801,,South Carolina,SC,Saluda,SC_Saluda,34.00613574,-81.72687768,,,
AR,Calhoun,AR_Calhoun,33.55803916,-92.50314426,,South Carolina,SC,Union,SC_Union,34.68923891,-81.61940081,,,
AR,Carroll,AR_Carroll,36.34103828,-93.53817438,,South Carolina,SC,Williamsburg,SC_Williamsburg,33.61992702,-79.72771383,,,
AR,Chicot,AR_Chicot,33.2672077,-91.29398096,,North Carolina,NC,Moore,NC_Moore,35.31069142,-79.48133651,,,
AR,Clark,AR_Clark,34.0510215,-93.17637588,,North Carolina,NC,Moore,NC_Moore,35.31069142,-79.48133651,,,
AR,Clay,AR_Clay,36.36845334,-90.41730111,,South Carolina,SC,Spartanburg,SC_Spartanburg,34.93130165,-81.99067369,,,
AR,Cleburne,AR_Cleburne,35.5381121,-92.02674738,,Alabama,AL,Hale,AL_Hale,32.76268954,-87.62911089,,,
AR,Cleveland,AR_Cleveland,33.89835193,-92.18519851,,Alabama,AL,Lee,AL_Lee,32.6011835,-85.3556116,,,
AR,Columbia,AR_Columbia,33.21429906,-93.2273488,,Alabama,AL,St. Clair,AL_St. Clair,33.71570238,-86.31470127,,,
AR,Conway,AR_Conway,35.26220337,-92.70135273,,Florida,FL,Miami Dade,FL_Miami Dade,25.6171109,-80.56822009,,,
AR,Craighead,AR_Craighead,35.83078555,-90.63277326,,Florida,FL,Franklin,FL_Franklin,29.87727793,-84.81716901,,,
AR,Crawford,AR_Crawford,35.58885023,-94.24298449,,Florida,FL,Lee,FL_Lee,26.5785659,-81.82101183,,,
AR,Crittenden,AR_Crittenden,35.2079071,-90.30888004,,Florida,FL,Pasco,FL_Pasco,28.30927719,-82.39115133,,,
AR,Cross,AR_Cross,35.29575115,-90.77125582,,Florida,FL,Polk,FL_Polk,27.94887707,-81.69775899,,,
AR,Dallas,AR_Dallas,33.96981433,-92.6545017,,Florida,FL,Wakulla,FL_Wakulla,30.17031212,-84.40264545,,,
AR,Desha,AR_Desha,33.83332964,-91.25395481,,Georgia,GA,Dade,GA_Dade,34.85458014,-85.50451975,,,
AR,Drew,AR_Drew,33.58945434,-91.72002073,,Georgia,GA,Brooks,GA_Brooks,30.84196295,-83.58032178,,,
AR,Faulkner,AR_Faulkner,35.14695994,-92.33205129,,Georgia,GA,Bulloch,GA_Bulloch,32.39693801,-81.74317714,,,
AR,Franklin,AR_Franklin,35.5123114,-93.8906224,,Georgia,GA,Cook,GA_Cook,31.1539963,-83.43049856,,,
AR,Fulton,AR_Fulton,36.38167397,-91.81825911,,Georgia,GA,Elbert,GA_Elbert,34.11694673,-82.84030309,,,
AR,Garland,AR_Garland,34.57669411,-93.1504459,,Georgia,GA,Elbert,GA_Elbert,34.11694673,-82.84030309,,,
AR,Grant,AR_Grant,34.29002276,-92.423569,,Georgia,GA,Lowndes,GA_Lowndes,30.83387937,-83.2677379,,,
AR,Greene,AR_Greene,36.11769254,-90.55911526,,Georgia,GA,Morgan,GA_Morgan,33.59081648,-83.49240897,,,
AR,Hempstead,AR_Hempstead,33.73536029,-93.66839781,,Mississippi,MS,Harrison,MS_Harrison,30.51500982,-89.11854318,,,
AR,Hot Spring,AR_Hot Spring,34.31765079,-92.94601134,,Mississippi,MS,Harrison,MS_Harrison,30.51500982,-89.11854318,,,
AR,Howard,AR_Howard,34.08872187,-93.99345007,,Mississippi,MS,Harrison,MS_Harrison,30.51500982,-89.11854318,,,
AR,Independence,AR_Independence,35.74154343,-91.56981792,,Tennessee,TN,Shelby,TN_Shelby,35.18368924,-89.89562381,,,
AR,Izard,AR_Izard,36.09488545,-91.91339187,,Tennessee,TN,Knox,TN_Knox,35.99324169,-83.93709473,,,
AR,Jackson,AR_Jackson,35.59935709,-91.21455383,,Virginia,VA,Charles City,VA_Charles City,37.35645663,-77.06127521,,,
AR,Jefferson,AR_Jefferson,34.26879946,-91.9315161,,Virginia,VA,Fairfax,VA_Fairfax,38.83845347,-77.27879239,,,
AR,Johnson,AR_Johnson,35.57005961,-93.45992317,,Virginia,VA,Fluvanna,VA_Fluvanna,37.84185097,-78.27743702,,,
AR,Lafayette,AR_Lafayette,33.24075404,-93.60732574,,Virginia,VA,James City,VA_James City,37.32963018,-76.77821966,,,
AR,Lawrence,AR_Lawrence,36.04125291,-91.10707487,,Virginia,VA,City of Suffolk,VA_City of Suffolk,36.69258401,-76.64172386,,,
AR,Lee,AR_Lee,34.78064839,-90.78204867,,Virginia,VA,City of Newport News,VA_City of Newport News,37.10506238,-76.51893763,,,
AR,Lincoln,AR_Lincoln,33.95745343,-91.73332863,,Virginia,VA,City of Newport News,VA_City of Newport News,37.10506238,-76.51893763,,,
AR,Little River,AR_Little River,33.70052507,-94.23425423,,Virginia,VA,Surry_VA,VA_Surry_VA,37.10885793,-76.90084576,,,
AR,Logan,AR_Logan,35.21526216,-93.71632255,,Arkansas,AR,Baxter,AR_Baxter,36.28721291,-92.3369694,,,
AR,Lonoke,AR_Lonoke,34.75423579,-91.88865062,,Arkansas,AR,Greene,AR_Greene,36.11769254,-90.55911526,,,
AR,Madison,AR_Madison,36.01095789,-93.72455955,,District of Columbia,DC,,DC_,#N/A,#N/A,,,
AR,Marion,AR_Marion,36.26835827,-92.68422773,,District of Columbia,DC,,DC_,#N/A,#N/A,,,
AR,Miller,AR_Miller,33.31238934,-93.89178211,,Kentucky,KY,Campbell,KY_Campbell,38.94647208,-84.37934227,,,
AR,Mississippi,AR_Mississippi,35.76393457,-90.05400275,,Kentucky,KY,Carlisle,KY_Carlisle,36.8531859,-88.9709094,,,
AR,Monroe,AR_Monroe,34.67783139,-91.20382375,,Kentucky,KY,Carlisle,KY_Carlisle,36.8531859,-88.9709094,,,
AR,Montgomery,AR_Montgomery,34.53880111,-93.6595387,,Kentucky,KY,Hickman,KY_Hickman,36.67811834,-88.97614891,,,
AR,Nevada,AR_Nevada,33.6640519,-93.30716511,,Kentucky,KY,Lewis,KY_Lewis,38.53165566,-83.37814408,,,
AR,Newton,AR_Newton,35.9199805,-93.21785866,,Kentucky,KY,Letcher,KY_Letcher,37.12116375,-82.85530096,,,
AR,Ouachita,AR_Ouachita,33.59334617,-92.88202851,,Kentucky,KY,Pendleton,KY_Pendleton,38.6956621,-84.36017165,,,
AR,Perry,AR_Perry,34.94738208,-92.93148897,,Kentucky,KY,Pike,KY_Pike,37.46904567,-82.39577878,,,
AR,Phillips,AR_Phillips,34.42827135,-90.84799959,,Kentucky,KY,Pike,KY_Pike,37.46904567,-82.39577878,,,
AR,Pike,AR_Pike,34.16361103,-93.65638874,,Maryland,MD,Allegany,MD_Allegany,39.62150591,-78.69895605,,,
AR,Poinsett,AR_Poinsett,35.57403792,-90.66286602,,North Carolina,NC,Ashe,NC_Ashe,36.43461383,-81.50103824,,,
AR,Polk,AR_Polk,34.48584732,-94.22806043,,North Carolina,NC,Brunswick,NC_Brunswick,33.96338911,-78.05986393,,,
AR,Pope,AR_Pope,35.44764162,-93.03415127,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AR,Prairie,AR_Prairie,34.82971749,-91.55275421,,North Carolina,NC,Carteret,NC_Carteret,34.8327128,-76.67067659,,,
AR,Pulaski,AR_Pulaski,34.76991831,-92.31175728,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Randolph,AR_Randolph,36.3415016,-91.02777842,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Saline,AR_Saline,34.6466179,-92.67657025,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Scott,AR_Scott,34.86077191,-94.06326831,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Searcy,AR_Searcy,35.91091219,-92.69948946,,North Carolina,NC,,NC_,#N/A,#N/A,,,
AR,Sebastian,AR_Sebastian,35.19932426,-94.27402536,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Sevier,AR_Sevier,33.99726023,-94.24121442,,North Carolina,NC,Davidson,NC_Davidson,35.79316478,-80.21274137,,,
AR,Sharp,AR_Sharp,36.16113122,-91.47988404,,North Carolina,NC,Harnett,NC_Harnett,35.36869989,-78.86928141,,,
AR,St. Francis,AR_St. Francis,35.02202033,-90.74776073,,North Carolina,NC,Hyde,NC_Hyde,35.53180783,-76.24849083,,,
AR,Stone,AR_Stone,35.85989161,-92.156676,,North Carolina,NC,Hyde,NC_Hyde,35.53180783,-76.24849083,,,
AR,Union,AR_Union,33.1713241,-92.59726622,,North Carolina,NC,Lincoln,NC_Lincoln,35.48618443,-81.22388615,,,
AR,Van Buren,AR_Van Buren,35.58065981,-92.51569406,,North Carolina,NC,Onslow,NC_Onslow,34.73742112,-77.43415464,,,
AR,Washington,AR_Washington,35.98000251,-94.21467614,,North Carolina,NC,Orange,NC_Orange,36.06144985,-79.12054743,,,
AR,White,AR_White,35.25627334,-91.74565767,,North Carolina,NC,Pender,NC_Pender,34.52545547,-77.90702984,,,
AR,Woodruff,AR_Woodruff,35.18630504,-91.24314671,,North Carolina,NC,Pender,NC_Pender,34.52545547,-77.90702984,,,
AR,Yell,AR_Yell,35.00260925,-93.41126236,,North Carolina,NC,Pender,NC_Pender,34.52545547,-77.90702984,,,
AS,Eastern,AS_Eastern,-14.27626052,-170.6596408,,North Carolina,NC,Randolph,NC_Randolph,35.7102791,-79.80603396,,,
AS,Manu'a,AS_Manu'a,-14.22191886,-169.5059744,,North Carolina,NC,Randolph,NC_Randolph,35.7102791,-79.80603396,,,
AS,Swains Island,AS_Swains Island,-11.08431357,-171.0459069,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AS,Western,AS_Western,-14.32413208,-170.7691278,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AZ,Apache,AZ_Apache,35.39569297,-109.4888405,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AZ,Cochise,AZ_Cochise,31.87955019,-109.7511168,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AZ,Coconino,AZ_Coconino,35.83873842,-111.7705166,,North Carolina,NC,Rowan,NC_Rowan,35.63964401,-80.52470077,,,
AZ,Gila,AZ_Gila,33.79972042,-110.811725,,South Carolina,SC,Jasper,SC_Jasper,32.43709066,-81.03211789,,,
AZ,Graham,AZ_Graham,32.93270655,-109.8874216,,South Carolina,SC,,SC_,#N/A,#N/A,,,
AZ,Greenlee,AZ_Greenlee,33.21534479,-109.2400825,,South Carolina,SC,Aiken,SC_Aiken,33.54435453,-81.63482675,,,
AZ,La Paz,AZ_La Paz,33.72924764,-113.9813182,,South Carolina,SC,Allendale,SC_Allendale,32.98810589,-81.35813166,,,
AZ,Maricopa,AZ_Maricopa,33.3488438,-112.4912311,,South Carolina,SC,Bamberg,SC_Bamberg,33.21473172,-81.05421992,,,
AZ,Mohave,AZ_Mohave,35.70440267,-113.7581803,,South Carolina,SC,Barnwell,SC_Barnwell,33.26608798,-81.43499588,,,
AZ,Navajo,AZ_Navajo,35.39955727,-110.3214082,,South Carolina,SC,Barnwell,SC_Barnwell,33.26608798,-81.43499588,,,
AZ,Pima,AZ_Pima,32.09737975,-111.7899258,,South Carolina,SC,Beaufort,SC_Beaufort,32.35682591,-80.69340808,,,
AZ,Pinal,AZ_Pinal,32.9043077,-111.3447379,,South Carolina,SC,Berkeley,SC_Berkeley,33.19784471,-79.95075816,,,
AZ,Santa Cruz,AZ_Santa Cruz,31.52600164,-110.8465672,,South Carolina,SC,Berkeley,SC_Berkeley,33.19784471,-79.95075816,,,
AZ,Yavapai,AZ_Yavapai,34.59989447,-112.5538464,,South Carolina,SC,Berkeley,SC_Berkeley,33.19784471,-79.95075816,,,
AZ,Yuma,AZ_Yuma,32.76942001,-113.905556,,South Carolina,SC,Berkeley,SC_Berkeley,33.19784471,-79.95075816,,,
CA,Alameda,CA_Alameda,37.64656268,-121.8860448,,South Carolina,SC,Calhoun,SC_Calhoun,33.67485845,-80.78021644,,,
CA,Alpine,CA_Alpine,38.59726522,-119.8206725,,South Carolina,SC,Charleston,SC_Charleston,32.67137586,-80.18308296,,,
CA,Amador,CA_Amador,38.44612477,-120.6518958,,South Carolina,SC,Cherokee,SC_Cherokee,35.04817698,-81.62040411,,,
CA,Butte,CA_Butte,39.66694202,-121.6006618,,South Carolina,SC,Chesterfield,SC_Chesterfield,34.63974892,-80.15864968,,,
CA,Calaveras,CA_Calaveras,38.20462228,-120.5540745,,South Carolina,SC,Chesterfield,SC_Chesterfield,34.63974892,-80.15864968,,,
CA,Colusa,CA_Colusa,39.17754186,-122.2370134,,South Carolina,SC,Darlington,SC_Darlington,34.3323501,-79.95770818,,,
CA,Contra Costa,CA_Contra Costa,37.91625733,-121.9275977,,South Carolina,SC,Darlington,SC_Darlington,34.3323501,-79.95770818,,,
