id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
8585646,NCU,,,PreservedSpecimen,9f0113a2-6a6a-4403-8fea-c849f3c2adb8,NCU00147331,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Louisiana,Rapides,,,,,,31.19860799,-92.53323971,,,,,,,,,,,,,,,,en,ariellegarrett,10/25/16 15:16,,206,urn:uuid:9f0113a2-6a6a-4403-8fea-c849f3c2adb8,http://sernecportal.org/portal/collections/individual/index.php?occid=8585646
8585693,NCU,,,PreservedSpecimen,cb78c385-a8e5-43f5-9cf1-d3d8a3a02560,NCU00147332,596194,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,"Thomas, R. Dale",1980,,,,,,"Thomas, R. Dale",,74285,10/25/80,1980,10,25,299,,,,,,,,,,,,,,,,,,,United States,Louisiana,Winn,,"Area around quarry at Winn Rock Company north of U.S. 84, 3 miles west of Winnfield, Secs. 19 & 30, T11N, R3W.",,,,31.9442427,-92.63680681,,,,,,,,,,,,,,,,en,ariellegarrett,10/25/16 15:16,,206,urn:uuid:cb78c385-a8e5-43f5-9cf1-d3d8a3a02560,http://sernecportal.org/portal/collections/individual/index.php?occid=8585693
8707360,NCU,,,PreservedSpecimen,51deeb53-243a-47f0-a4a1-feafe6a28171,NCU00175685,635434,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,"Richards, E. L",1966,,,,,,"Richards, Edward Leon",,5249,10/16/66,1966,10,16,289,,,,,,,,,,,,,,,,,,,United States,Arkansas,Lee,,"Open woods of oak-hickory forest with Uniola. T2N, R3E, Sec 32. Crowley's Ridge.",,,,34.78064839,-90.78204867,,,,,,,,,,,,,,,,en,ariellegarrett,3/6/18 13:45,,206,urn:uuid:51deeb53-243a-47f0-a4a1-feafe6a28171,http://sernecportal.org/portal/collections/individual/index.php?occid=8707360
8892489,NCU,,,PreservedSpecimen,b5323244-9a73-498a-84be-835cfa5c1eea,NCU00179825,578836,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,"Chapman, A. W.",1897,,,,,,"Chapman, A. W.",,s.n.,1897-00-00,1897,,,,,,GIFT TO NCU 2002 JESUP HERBARIUM DARTMOUTH COLLEGE,,,,,,,,,,,,,,,,United States,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Kravets,10/25/16 15:16,,206,urn:uuid:b5323244-9a73-498a-84be-835cfa5c1eea,http://sernecportal.org/portal/collections/individual/index.php?occid=8892489
11587451,NCU,,,PreservedSpecimen,bfc4ab61-7019-462b-997e-c8179b82929a,NCU00226492,645685,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,"Richards, E. L.",10/9/65,,,,,,"Richards, Edward Leon",,4546,10/9/65,1965,10,9,282,,,,Along edge of lake. Occurs with Trisetum.,,,,,,,,,,,,,,,United States,Arkansas,Craighead,,Craighead Forest. TRS: T13N R4E sec 7 . Crowley's Ridge,,,,35.83078555,-90.63277326,WGS84,969,,"McCormick, Carol Ann",,GeoLocate,,[TRS on original label],,,,,,,,,Carol Ann McCormick,3/6/18 13:45,,206,urn:uuid:bfc4ab61-7019-462b-997e-c8179b82929a,http://sernecportal.org/portal/collections/individual/index.php?occid=11587451
13307880,NCU,,,PreservedSpecimen,cb71fa71-5489-41cb-a696-293a5b71b251,NCU00256837,645627,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus,48572,L.,Andropogon,virginicus,,,"Richards, E. L.",1965-00-00,,,,,,"Richards, Edward Leon",,4546,10/9/65,1965,10,9,282,,,"""Occurs with Trisetum"" [sic?]",Along edge of lake.,,,,,,,,,,,,,,,United States,Arkansas,Craighead,,Craighead Forest. Crowley's Ridge,,,,35.83078555,-90.63277326,,,TRS: T13N R4E sec 7,,,,,,,,,,,,,English,ShannaOberreiter,3/6/18 13:45,,206,urn:uuid:cb71fa71-5489-41cb-a696-293a5b71b251,http://sernecportal.org/portal/collections/individual/index.php?occid=13307880
7968421,NCU,,,PreservedSpecimen,ce28d9fc-2993-4fad-aa21-15754e17f12c,NCU00163013,496670,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,Examined for leaf epidermis study,,,,,,,,,,,,,,,,United States,Georgia,Brooks,,,,,,30.84196295,-83.58032178,,,,,,,,,,,,,,,,en,Philip Straughn,7/1/16 11:10,,206,urn:uuid:ce28d9fc-2993-4fad-aa21-15754e17f12c,http://sernecportal.org/portal/collections/individual/index.php?occid=7968421
7968424,NCU,,,PreservedSpecimen,5fc2ab43-933d-46d2-a885-8cd4ef1c79ad,NCU00012868,393816,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""","Sorrie, Bruce A.",1997,,,,,,"Sorrie, Bruce A.",,9540,9/23/97,1997,9,23,266,,,,"Shallow depression, ponded for much of the year. Probably originally a borrow scrape. Scattered Nyssa biflora over emergents such as Xyris fimbriata, Sagittaria falcata. About 30 plants on sphagnous ecotone, with Anthaenantia rufa, Dichanthelium scabriusculum, Acer rubrum saplings, Smilax laurifolia, Sarracenia alata, Eriocaulon decangulare, Helianthus heterophyllus, Bigelowia nudata",,,,,,,"Nyssa biflora, Xyris fimbriata, Sagittaria falcata, Anthaenantia rufa, Dichanthelium scabriusculum, Acer rubrum, Smilax laurifolia, Sarracenia alata, Eriocaulon decangulare, Helianthus heterophyllus, Bigelowia nudata",,,,,,,,United States,Mississippi,Stone,,"University of Mississippi Forest Lands: N side of Wire Road, 0.35 mile W of Old CCC Road. Beatrice USGS quadrangle.",,,,30.79000141,-89.11767733,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 19:16,,206,urn:uuid:5fc2ab43-933d-46d2-a885-8cd4ef1c79ad,http://sernecportal.org/portal/collections/individual/index.php?occid=7968424
8530788,NCU,,,PreservedSpecimen,a4e6b07e-ba40-4e17-a5e5-06700501b29d,NCU00037698,571557,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,33.96338911,-78.05986393,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:a4e6b07e-ba40-4e17-a5e5-06700501b29d,http://sernecportal.org/portal/collections/individual/index.php?occid=8530788
8530790,NCU,,,PreservedSpecimen,586a92f1-91fc-4238-9b17-cb0dd82b532c,NCU00081000,581210,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:586a92f1-91fc-4238-9b17-cb0dd82b532c,http://sernecportal.org/portal/collections/individual/index.php?occid=8530790
8530793,NCU,,,PreservedSpecimen,58b94416-1bf3-418a-b678-722a116a6175,NCU00037694,571559,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:58b94416-1bf3-418a-b678-722a116a6175,http://sernecportal.org/portal/collections/individual/index.php?occid=8530793
8530794,NCU,,,PreservedSpecimen,73d4f218-32fc-40a8-9e2b-bb1f0925f12b,NCU00037695,571560,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:73d4f218-32fc-40a8-9e2b-bb1f0925f12b,http://sernecportal.org/portal/collections/individual/index.php?occid=8530794
8530797,NCU,,,PreservedSpecimen,59074992-3663-40d3-b577-ce8c85a1acd7,NCU00037696,571561,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:59074992-3663-40d3-b577-ce8c85a1acd7,http://sernecportal.org/portal/collections/individual/index.php?occid=8530797
8530812,NCU,,,PreservedSpecimen,70b61859-2bc1-4934-9ac5-56a11595fc7b,NCU00038744,573221,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:70b61859-2bc1-4934-9ac5-56a11595fc7b,http://sernecportal.org/portal/collections/individual/index.php?occid=8530812
8530815,NCU,,,PreservedSpecimen,01740bd8-f491-4214-9d6c-c0cf8d3ebaed,NCU00041639,574000,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:01740bd8-f491-4214-9d6c-c0cf8d3ebaed,http://sernecportal.org/portal/collections/individual/index.php?occid=8530815
8530818,NCU,,,PreservedSpecimen,b70e48fe-04ee-4ce5-8c76-851e02208036,NCU00025734,577023,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:b70e48fe-04ee-4ce5-8c76-851e02208036,http://sernecportal.org/portal/collections/individual/index.php?occid=8530818
8530820,NCU,,,PreservedSpecimen,e0679eb7-d2b9-4dfa-9645-5707dde491c1,NCU00034084,572909,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:e0679eb7-d2b9-4dfa-9645-5707dde491c1,http://sernecportal.org/portal/collections/individual/index.php?occid=8530820
8530823,NCU,,,PreservedSpecimen,925451a0-70cd-477a-a2cd-a50a1f696be3,NCU00034000,572910,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:925451a0-70cd-477a-a2cd-a50a1f696be3,http://sernecportal.org/portal/collections/individual/index.php?occid=8530823
8530825,NCU,,,PreservedSpecimen,4b11b025-275b-4d21-abe6-2240e42abd3f,NCU00025452,568883,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:4b11b025-275b-4d21-abe6-2240e42abd3f,http://sernecportal.org/portal/collections/individual/index.php?occid=8530825
8530827,NCU,,,PreservedSpecimen,beb50c20-00a5-47e0-8a99-d194b106e469,NCU00019882,568108,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:beb50c20-00a5-47e0-8a99-d194b106e469,http://sernecportal.org/portal/collections/individual/index.php?occid=8530827
8530829,NCU,,,PreservedSpecimen,126188a9-a3ae-48e8-9037-1acf7e4d8db0,NCU00075939,565593,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Charleston,,,,,,32.67137586,-80.18308296,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:126188a9-a3ae-48e8-9037-1acf7e4d8db0,http://sernecportal.org/portal/collections/individual/index.php?occid=8530829
8530831,NCU,,,PreservedSpecimen,de769aaf-8b23-416f-817e-ed0b3e6011b2,NCU00075940,565610,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Colleton,,,,,,32.86547454,-80.66802566,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:de769aaf-8b23-416f-817e-ed0b3e6011b2,http://sernecportal.org/portal/collections/individual/index.php?occid=8530831
8530834,NCU,,,PreservedSpecimen,c6c7f83e-a724-485c-8b7b-7d979a76a1aa,NCU00038746,573232,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Dorchester,,,,,,33.07947344,-80.40524064,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:c6c7f83e-a724-485c-8b7b-7d979a76a1aa,http://sernecportal.org/portal/collections/individual/index.php?occid=8530834
8530958,NCU,,,PreservedSpecimen,163ef0fb-ad6f-41df-9650-bebcd7433c3c,NCU00012553,319915,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Florence,,,,,,34.02445475,-79.70282897,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:163ef0fb-ad6f-41df-9650-bebcd7433c3c,http://sernecportal.org/portal/collections/individual/index.php?occid=8530958
8530963,NCU,,,PreservedSpecimen,b88afea8-d4c8-4eca-b28b-4431014db1c5,NCU00075942,565576,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Georgetown,,,,,,33.2833551,-79.23533775,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:b88afea8-d4c8-4eca-b28b-4431014db1c5,http://sernecportal.org/portal/collections/individual/index.php?occid=8530963
8530967,NCU,,,PreservedSpecimen,cded36be-24d7-41c8-890a-0a086af05f06,NCU00075943,565609,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Hampton,,,,,,32.77629526,-81.14058006,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:cded36be-24d7-41c8-890a-0a086af05f06,http://sernecportal.org/portal/collections/individual/index.php?occid=8530967
8530970,NCU,,,PreservedSpecimen,bae5eaa0-077e-49b8-a4e7-8f00a353e7ff,NCU00031007,573333,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Jasper,,,,,,32.43709066,-81.03211789,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:bae5eaa0-077e-49b8-a4e7-8f00a353e7ff,http://sernecportal.org/portal/collections/individual/index.php?occid=8530970
8530972,NCU,,,PreservedSpecimen,ed3c2abd-efcf-4b8e-a5af-9d4a9e39fd1c,NCU00075944,565613,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Jasper,,,,,,32.43709066,-81.03211789,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:ed3c2abd-efcf-4b8e-a5af-9d4a9e39fd1c,http://sernecportal.org/portal/collections/individual/index.php?occid=8530972
8530974,NCU,,,PreservedSpecimen,18fa649c-6d56-43ff-be1f-3e9675d199b9,NCU00033809,568154,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Jasper,,,,,,32.43709066,-81.03211789,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:18fa649c-6d56-43ff-be1f-3e9675d199b9,http://sernecportal.org/portal/collections/individual/index.php?occid=8530974
8530977,NCU,,,PreservedSpecimen,450560a9-7b02-48d6-970b-5584baa348ca,NCU00012557,319870,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Lee,,,,,,34.16330067,-80.25452909,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:450560a9-7b02-48d6-970b-5584baa348ca,http://sernecportal.org/portal/collections/individual/index.php?occid=8530977
8530980,NCU,,,PreservedSpecimen,44d28383-4631-434c-ac71-202c428548fa,NCU00033998,572913,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Marion,,,,,,34.08005016,-79.36251247,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:44d28383-4631-434c-ac71-202c428548fa,http://sernecportal.org/portal/collections/individual/index.php?occid=8530980
8530983,NCU,,,PreservedSpecimen,80c0ca36-9be4-48ae-a8e6-9decb66bc18c,NCU00011823,27176,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Williamsburg,,,,,,33.61992702,-79.72771383,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:80c0ca36-9be4-48ae-a8e6-9decb66bc18c,http://sernecportal.org/portal/collections/individual/index.php?occid=8530983
10429484,NCU,,,PreservedSpecimen,4dee34c7-66f0-49ca-9fb9-c06daf242eaf,NCU00012939,383372,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""","McMillan, Patrick D.; LeBlond, Richard J.; Sorrie Bruce A.",7/24/99,,,,,,"McMillan, Patrick D.","LeBlond, Richard J.; Sorrie Bruce A.",3797,7/24/99,1999,7,24,205,,,,Infrequent in low-relief seepage savanna bordering powerline and brackish tidal marsh,,,,,,,"Sarracenia flava, Ctenium aromaticum, Solidago patula subsp. strictula, Aster sericocarpoides, Rhynchospora oligantha, Oxypolis ternata, Oxypolis rigidior, Oxypolis filiformis",,,,,,,,United States,South Carolina,Georgetown,,"Friendship Plantation, USGS Georgetown North 7.5' quad",,0,,33.2833551,-79.23533775,WGS84,3036,17 651700E 3694300N,"McCormick, Carol Ann",,GeoLocate,,[UTM on original label],,,,,,,,en,wpmarinello,11/2/16 15:50,,206,urn:uuid:4dee34c7-66f0-49ca-9fb9-c06daf242eaf,http://sernecportal.org/portal/collections/individual/index.php?occid=10429484
15535966,NCU,,,PreservedSpecimen,c8cbbbb4-5ebd-4e94-b49e-75d405cbfdc5,NCU00287961,651040,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""","LeBlond, R. J.",2010-00-00,,,,,,"LeBlond, R. J.",,6704,8/24/10,2010,8,24,236,,,,,,,,,,,Xyris curtissii,,,,,,,,United States,North Carolina,Brunswick,,"Green Swamp parking area, at south end of large borrow pond",,,,33.96338911,-78.05986393,,,,,,,,,,,,,,,,English,ShannaOberreiter,7/10/17 14:29,,206,urn:uuid:c8cbbbb4-5ebd-4e94-b49e-75d405cbfdc5,http://sernecportal.org/portal/collections/individual/index.php?occid=15535966
15535976,NCU,,,PreservedSpecimen,56106c92-064a-40d1-a97d-ee64130efa5f,NCU00287962,651041,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""","LeBlond, R. J.",2004-00-00,,,,,,"LeBlond, R. J.",,,,2004,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude",,,"Taxodium ascendens, Nyssa biflora, Pinus serotina, Persea palustris, Acer rubrum",,,,,,,,United States,North Carolina,Bladen,,,,1,Landowner Concern,34.61430991,-78.56315774,,,,,,,,,,,,,,,,English,ShannaOberreiter,7/10/17 14:31,,206,urn:uuid:56106c92-064a-40d1-a97d-ee64130efa5f,http://sernecportal.org/portal/collections/individual/index.php?occid=15535976
15536011,NCU,,,PreservedSpecimen,8efb7d89-b4bb-4ad5-8628-b2cbfc9ece79,NCU00287963,651042,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""","LeBlond, R. J.",1993-00-00,,,,,,"LeBlond, R. J.",,3214,4/2/93,1993,4,2,92,,,,,,,,,,,"Litsea aestivalis, Taxodium ascendens, Ilex myrtifolia, Pinus palustris, Ilex vomitoria",,,,,,,,United States,North Carolina,Brunswick,,"White Spring Ponds Limesink Complex, edge of pond on north side of Access Road (to Military Ocean Terminal Sunny Point) from 1.03 - 1.1 miles east of junction with NC 87/NC133",,,,33.96338911,-78.05986393,,,,,,,,,,,,,,,,English,ShannaOberreiter,7/10/17 14:34,,206,urn:uuid:8efb7d89-b4bb-4ad5-8628-b2cbfc9ece79,http://sernecportal.org/portal/collections/individual/index.php?occid=15536011
17607081,NCU,,,PreservedSpecimen,ff9aa501-91f5-48c4-9836-fa8b780a2b09,NCU00405121,,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. glaucus ""drylands variant""",71975,Nash,Andropogon,capillipes,var.,"glaucus ""drylands variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:ff9aa501-91f5-48c4-9836-fa8b780a2b09,http://sernecportal.org/portal/collections/individual/index.php?occid=17607081
7925621,NCU,,,PreservedSpecimen,12b99362-fa42-4067-9529-6930d1fd4dd9,NCU00074618,149781,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Bladen,,,,,,34.61430991,-78.56315774,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:12b99362-fa42-4067-9529-6930d1fd4dd9,http://sernecportal.org/portal/collections/individual/index.php?occid=7925621
7925626,NCU,,,PreservedSpecimen,0c60b6c3-2e62-4555-8ab1-6a0b6b6e7ac3,NCU00084891,508958,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Brunswick,,,,,,33.96338911,-78.05986393,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:0c60b6c3-2e62-4555-8ab1-6a0b6b6e7ac3,http://sernecportal.org/portal/collections/individual/index.php?occid=7925626
