,stateProvince,county,decimalLongitude,decimalLatitude,scientificName
76,North Carolina,Orange,-79.12054743,36.06144985, Magnolia umbrella
77,North Carolina,Orange,-79.12054743,36.06144985, Magnolia umbrella
78,North Carolina,Orange,-79.12054743,36.06144985, Magnolia cordata
79,North Carolina,Orange,-79.12054743,36.06144985, Magnolia cordata
80,North Carolina,Wake,-78.65037452,35.79008959, Magnolia grandiflora
81,North Carolina,Wake,-78.65037452,35.79008959, Magnolia macrophylla
82,North Carolina,Wake,-78.65037452,35.79008959, Magnolia umbrella
83,North Carolina,Wake,-78.65037452,35.79008959, Magnolia umbrella
84,North Carolina,Wake,-78.65037452,35.79008959, Magnolia umbrella
85,North Carolina,Wake,-78.65037452,35.79008959, Magnolia umbrella
86,North Carolina,Wake,-78.65037452,35.79008959, Magnolia umbrella
87,North Carolina,Polk,-82.16963528,35.27928881, Magnolia grandiflora
88,North Carolina,Polk,-82.16963528,35.27928881, Magnolia fraseri
89,North Carolina,Polk,-82.16963528,35.27928881, Magnolia fraseri
90,North Carolina,Stanly,-80.25067487,35.31201475, Magnolia grandiflora
91,North Carolina,Stanly,-80.25067487,35.31201475, Magnolia cordata
92,North Carolina,Stanly,-80.25067487,35.31201475, Magnolia cordata
93,North Carolina,Gaston,-81.180143,35.29446518, Magnolia grandiflora
94,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
95,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
96,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
97,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
98,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
99,North Carolina,Gaston,-81.180143,35.29446518, Magnolia macrophylla
100,North Carolina,Gaston,-81.180143,35.29446518, Magnolia umbrella
101,North Carolina,Carteret,-76.67067659,34.832712799999996, Magnolia grandiflora
102,South Carolina,Beaufort,-80.73715224,32.38725698, Magnolia grandiflora
103,South Carolina,Beaufort,-80.73715224,32.38725698, Magnolia grandiflora
104,South Carolina,Berkeley,-79.95075816,33.19784471, Magnolia grandiflora
105,South Carolina,Charleston,-79.94391996,32.84106059, Magnolia grandiflora
106,South Carolina,Colleton,-80.66802566,32.86547454, Magnolia grandiflora
107,South Carolina,Colleton,-80.66802566,32.86547454, Magnolia grandiflora
108,South Carolina,Colleton,-80.66802566,32.86547454, Magnolia grandiflora
109,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia grandiflora
110,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia grandiflora
111,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
112,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
113,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
114,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
115,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
116,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia macrophylla
117,South Carolina,Dorchester,-80.40524064,33.07947344, Magnolia umbrella
118,South Carolina,Florence,-79.70282897,34.02445475, Magnolia grandiflora
119,South Carolina,Georgetown,-79.33672813,33.4408362, Magnolia grandiflora
120,South Carolina,Horry,-78.99662622,33.921536100000004, Magnolia grandiflora
121,South Carolina,Horry,-78.99662622,33.921536100000004, Magnolia grandiflora
122,South Carolina,Horry,-78.99662622,33.921536100000004, Magnolia grandiflora
123,South Carolina,Jasper,-80.85448142,32.40439618, Magnolia grandiflora
124,South Carolina,Orangeburg,-80.80033494,33.43900587, Magnolia grandiflora
125,South Carolina,Richland,-80.90306099,34.02181014, Magnolia grandiflora
126,South Carolina,Richland,-80.90306099,34.02181014, Magnolia grandiflora
127,South Carolina,Richland,-80.90306099,34.02181014, Magnolia grandiflora
128,South Carolina,Richland,-80.90306099,34.02181014, Magnolia grandiflora
129,Alabama,Baldwin,-87.71713245,30.72782803, Magnolia grandiflora
130,Alabama,Baldwin,-87.71713245,30.72782803, Magnolia fraseri
131,Alabama,Barbour,-85.39323346,31.86959109, Magnolia grandiflora
132,Alabama,Bullock,-85.71608923,32.10048703, Magnolia grandiflora
133,Alabama,Butler,-86.68028285,31.75243468, Magnolia grandiflora
134,Alabama,Butler,-86.68028285,31.75243468, Magnolia macrophylla
135,Alabama,Butler,-86.68028285,31.75243468, Magnolia fraseri
136,Alabama,Choctaw,-88.26283597,32.01924083, Magnolia grandiflora
137,Alabama,Choctaw,-88.26283597,32.01924083, Magnolia macrophylla
138,Alabama,Choctaw,-88.26283597,32.01924083, Magnolia macrophylla
139,Alabama,Clarke,-87.83093352,31.67087887, Magnolia grandiflora
140,Alabama,Clarke,-87.83093352,31.67087887, Magnolia macrophylla
141,Alabama,Coffee,-85.98819188,31.40264484, Magnolia grandiflora
142,Alabama,Coffee,-85.98819188,31.40264484, Magnolia fraseri
143,Alabama,Conecuh,-86.99362423,31.42929716, Magnolia grandiflora
144,Alabama,Conecuh,-86.99362423,31.42929716, Magnolia fraseri
145,Alabama,Covington,-86.45121318,31.24848335, Magnolia grandiflora
146,Alabama,Crenshaw,-86.31355371,31.7315154, Magnolia grandiflora
147,Alabama,Dale,-85.61100882,31.43183356, Magnolia grandiflora
148,Alabama,Escambia,-87.16156384,31.12616465, Magnolia grandiflora
149,Alabama,Geneva,-85.83897104,31.09501879, Magnolia grandiflora
150,Alabama,Geneva,-85.83897104,31.09501879, Magnolia fraseri
151,Alabama,Houston,-85.30253036,31.15319239, Magnolia grandiflora
152,Alabama,Lee,-85.35561159999999,32.601183500000005, Magnolia grandiflora
153,Alabama,Lee,-85.35561159999999,32.601183500000005, Magnolia grandiflora
154,Alabama,Macon,-85.69260662,32.38602298, Magnolia grandiflora
155,Alabama,Marengo,-87.78948895,32.24763865, Magnolia grandiflora
156,Alabama,Mobile,-88.20178987,30.79425792, Magnolia grandiflora
157,Alabama,Mobile,-88.20178987,30.79425792, Magnolia grandiflora
158,Alabama,Mobile,-88.20178987,30.79425792, Magnolia grandiflora
159,Alabama,Mobile,-88.20178987,30.79425792, Magnolia grandiflora
160,Alabama,Mobile,-88.20178987,30.79425792, Magnolia macrophylla
161,Alabama,Monroe,-87.36581464,31.57061146, Magnolia grandiflora
162,Alabama,Russell,-85.18489597,32.2884296, Magnolia grandiflora
163,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia grandiflora
164,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia macrophylla
165,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia macrophylla
166,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia macrophylla
167,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia macrophylla
168,Alabama,Tuscaloosa,-87.52504581,33.28954893, Magnolia umbrella
169,Alabama,Washington,-88.20712661,31.40766471, Magnolia grandiflora
170,Alabama,Wilcox,-87.30819408,31.98924224, Magnolia grandiflora
171,Florida,Gadsden,-84.61366600000001,30.57949134, Magnolia grandiflora
172,Florida,Gadsden,-84.61366600000001,30.57949134, Magnolia grandiflora
173,Florida,Gadsden,-84.61366600000001,30.57949134, Magnolia grandiflora
174,Florida,Osceola,-81.14954858,28.06266126, Magnolia grandiflora
175,Georgia,Appling,-82.28903000000001,31.74928357, Magnolia grandiflora
176,Georgia,Appling,-82.28903000000001,31.74928357, Magnolia grandiflora
177,Georgia,Bacon,-82.45272852,31.5536922, Magnolia grandiflora
178,Georgia,Brooks,-83.58032178,30.84196295, Magnolia grandiflora
179,Georgia,Candler,-82.07368042,32.4035127, Magnolia grandiflora
180,Georgia,Charlton,-82.13796058,30.78183649, Magnolia grandiflora
181,Georgia,Clinch,-82.70632684,30.91507339, Magnolia grandiflora
182,Georgia,Coffee,-82.84926853,31.54924081, Magnolia grandiflora
183,Georgia,Decatur,-84.57202307,30.88148573, Magnolia grandiflora
184,Georgia,Decatur,-84.57202307,30.88148573, Magnolia grandiflora
185,Georgia,Decatur,-84.57202307,30.88148573, Magnolia fraseri
186,Georgia,Glynn,-81.55123979999999,31.23649349, Magnolia grandiflora
187,Georgia,Grady,-84.23441504,30.87467716, Magnolia grandiflora
188,Georgia,Echols,-82.89388509999999,30.71007632, Magnolia grandiflora
189,Georgia,Effingham,-81.34071312,32.36752828, Magnolia grandiflora
190,Georgia,Effingham,-81.34071312,32.36752828, Magnolia fraseri
191,Georgia,Effingham,-81.34071312,32.36752828, Magnolia umbrella
192,Georgia,Effingham,-81.34071312,32.36752828, Magnolia umbrella
193,Georgia,Emanuel,-82.30178492,32.58978369, Magnolia grandiflora
194,Georgia,Hancock,-83.00100653,33.27027605, Magnolia grandiflora
195,Georgia,Long,-81.74597121,31.75281689, Magnolia grandiflora
196,Georgia,Lowndes,-83.26773790000001,30.83387937, Magnolia grandiflora
197,Georgia,Lowndes,-83.26773790000001,30.83387937, Magnolia grandiflora
198,Georgia,Pierce,-82.21334938,31.35893089, Magnolia grandiflora
199,Georgia,Tattnall,-82.05818746,32.04582908, Magnolia grandiflora
200,Georgia,Seminole,-84.8681002,30.94809711, Magnolia grandiflora
201,Georgia,Wayne,-81.91681162,31.55153151, Magnolia grandiflora
202,Georgia,Wayne,-81.91681162,31.55153151, Magnolia fraseri
203,Louisiana,Lafayette,-92.06388392,30.20627146, Magnolia grandiflora
204,Louisiana,Orleans,-89.90366345,30.03846851, Magnolia grandiflora
205,Louisiana,Ouachita,-92.15453329,32.47845315, Magnolia grandiflora
206,Louisiana,Ouachita,-92.15453329,32.47845315, Magnolia grandiflora
207,Louisiana,Saint Mary,-91.44939971,29.71955825, Magnolia grandiflora
208,Louisiana,Vernon,-93.18417553,31.10829741, Magnolia grandiflora
209,Louisiana,Vernon,-93.18417553,31.10829741, Magnolia grandiflora
210,Louisiana,Vernon,-93.18417553,31.10829741, Magnolia grandiflora
211,Mississippi,George,-88.64404919,30.86263076, Magnolia grandiflora
212,Mississippi,George,-88.64404919,30.86263076, Magnolia macrophylla
213,Mississippi,George,-88.64404919,30.86263076, Magnolia macrophylla
214,Mississippi,George,-88.64404919,30.86263076, Magnolia fraseri
215,Mississippi,Hinds,-90.44273825,32.26672306, Magnolia grandiflora
216,Mississippi,Lamar,-89.5087079,31.20590762, Magnolia grandiflora
217,Mississippi,Lamar,-89.5087079,31.20590762, Magnolia macrophylla
218,Mississippi,Perry,-88.99232955,31.17205013, Magnolia grandiflora
219,Mississippi,Perry,-88.99232955,31.17205013, Magnolia macrophylla
220,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia grandiflora
221,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia macrophylla
222,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia macrophylla
223,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia fraseri
224,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia fraseri
225,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia fraseri
226,Mississippi,Wilkinson,-91.31089902,31.16102867, Magnolia fraseri
