id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
657482,ASU,Plants,,PreservedSpecimen,4ac39322-8e72-4801-b122-0cafb3ae5afb,,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"L. R. Landrum","Henry, A",9567,1999-08-19,1999,8,19,231,,,,,,,,,,,,,,0,,,,,USA,Arizona,"Gila County",,,,0,,33.3178,-110.854,,,,,,,,,1524,,,,,5000ft,,,,"2018-03-08 11:18:16",22153,1,urn:uuid:4ac39322-8e72-4801-b122-0cafb3ae5afb,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=657482
659227,ASU,Plants,,PreservedSpecimen,dcee1aca-9a8d-403c-a402-a891a78127b9,,57509,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"Elinor Lehto",,734,1962-04-28,1962,4,28,118,,,,"Growing on rocky hillside where road had been excavated from hill",,,,,,,,,,0,,,,,USA,Arizona,Maricopa,,"Seven Springs",,0,,33.9626,-111.862,,,,,,"est. from locality data",,,1067,,,,,3500ft,,,,"2018-03-08 11:18:16",25098,1,urn:uuid:dcee1aca-9a8d-403c-a402-a891a78127b9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=659227
661001,ASU,Plants,,PreservedSpecimen,d5790ed0-df01-48b4-af0b-a4bca0a079da,,243306,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"Ken Bagstad",,114,2000-08-19,2000,8,19,232,,,CW,"Senecio flaccidus shrubland ca. 50 m W of river",,,,,,,"Bidens leptocephala, Chamesyce sp.",,,0,,,,,USA,Arizona,"Cochise County",,"San Pedro River floodplain ca. 4 km south of Highway 90 (old San Rafael del Valle land grant)",,0,,31.5177,-110.127,,700,"TRS: T22S R22E S17",,,"TRS data - 16 Nov 05",,,1235,,,,,,,,,"2018-03-08 11:18:16",27703,1,urn:uuid:d5790ed0-df01-48b4-af0b-a4bca0a079da,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=661001
672200,ASU,Plants,,PreservedSpecimen,ebc92a57-56ae-4e0c-a813-5bbc20db8ea1,ASU0097480,200914,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"Charlotte M. Christy",,1498,1993-05-08,1993,5,8,128,,,,,,,,,,,Juniper,flowers,,0,,,,,USA,ARIZONA,"Mohave County",,"ca. 8 rd-mi northeast Oatman & 1 rd-mi south old US 66; just west ''Ed's Camp''; wash & seep area",,0,,35.022991,-114.27808,,1000,,,,"GEOLocate_032105; Low precision","not reviewed",,1067,,,,,3500ft,,,,"2018-03-08 11:13:18",39857,1,urn:uuid:ebc92a57-56ae-4e0c-a813-5bbc20db8ea1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=672200
672202,ASU,Plants,,PreservedSpecimen,8661069b-ba3a-405b-85b9-85040a16721d,,200926,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"Charlotte M. Christy",,832,1991-08-15,1991,8,15,227,,,,cinders,,,,,,,juniper,fruit,,0,,,,,USA,ARIZONA,"Yavapai County",,"Kaibab Natl. Forest, FSR 38, 1.1 rd-mi. east of US 89 & ca. 9 rd-mi. south of Ash Fork",,0,,35.225,-112.483,,,,,,"GEOLocate_032105; Low precision","not reviewed",,1585,,,,,5200ft,,,,"2018-03-08 11:18:16",39859,1,urn:uuid:8661069b-ba3a-405b-85b9-85040a16721d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=672202
672204,ASU,Plants,,PreservedSpecimen,96da6049-fd49-448d-9629-f705c1977edc,,197639,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum",2013,,,,,,"Charlotte M. Christy",,2033,1993-10-02,1993,10,2,275,,,,"granitic gravel",,,,,,,Sycamore-Celtus-Fraxinus-Mesquite,fruit,,0,,,,,USA,ARIZONA,"Graham County",,"Coronado NF; Gilespie Wash, along AZ 266 ca. 5 rd-mi west US 666; ca. 25 mi south Safford",,0,,33.1786,-109.863,,,,,,"GEOLocate_032105; Medium precision","not reviewed",,1433,,,,,4700ft,,,,"2018-03-08 11:18:16",39861,1,urn:uuid:96da6049-fd49-448d-9629-f705c1977edc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=672204
672205,ASU,Plants,,PreservedSpecimen,89ad01c1-94dc-474b-8d23-73381fd58eba,,197648,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum",2013,,,,,,"Charlotte M. Christy",,2018,1993-10-02,1993,10,2,275,,,,sand/gravel,,,,,,,Mesquite-sycamore-walnut,"flowers & fruit",,0,,,,,USA,ARIZONA,"Graham County",,"Aravaipa Valley; west side Aravaipa Creek along Deer Creek rd (FSR 253); ca. 10 mi south Klondyke",,0,,32.671,-110.276,,,,,,"GEOLocate_032105; High precision","not reviewed",,1524,,,,,5000ft,,,,"2018-03-08 11:18:16",39862,1,urn:uuid:89ad01c1-94dc-474b-8d23-73381fd58eba,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=672205
705480,ASU,Plants,,PreservedSpecimen,618f3ed4-6ad3-4432-8516-7e009c66b4db,,173432,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum",2013,,,,,,"Karen Reichhardt","Paul Fish",84-13-a,1984-09-10,1984,9,10,254,,,,"Roadside; alluvial plain",,,,,,,,fruit,,0,,,,,USA,Arizona,"Pima County",,"NE of Marana, Az; base of Tortolita Mountain bajada",,0,,32.475,-111.191,,700,"TRS: T11S R11E S14",,,"TRS data - 16 Nov 05",,,628,,,,,2060ft,,,Roisan,"2018-03-08 11:18:16",73796,1,urn:uuid:618f3ed4-6ad3-4432-8516-7e009c66b4db,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705480
705544,ASU,Plants,,PreservedSpecimen,e20f61d4-a276-4129-8d49-44ddc404908e,,145622,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum, 2012",,,,,,,"D. J. Pinkava","M. J. Pinkava, Ross Stafford",13962,1979-09-14,1979,9,14,257,,,,"Roadside; Pinyon-Juniper zone",,,,,,,"Pinyon, Juniper",fruit,,0,,,,,USA,Arizona,,,"7.1 miles south of the Verde River; Route Interstate 17",,0,,33.4439,-111.66,,,,,,"GEOLocate_032105; Low precision","not reviewed",,,,,,,,,,Roisan,"2018-03-08 11:18:16",73860,1,urn:uuid:e20f61d4-a276-4129-8d49-44ddc404908e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705544
705577,ASU,Plants,,PreservedSpecimen,0807b550-9428-49ff-8467-31f8c1d15f8d,,208637,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"L. N. Goodding",,340-62,1962-10-29,1962,10,29,302,,,,"In backyard",,Weed,,,,Weed,,"flowers & fruit",,0,,,,,USA,Arizona,"Cochise County",,"St. David",,0,,31.904,-110.228,,,,,,,,,1097,,,,,3600ft,,,Roisan,"2018-03-08 11:18:16",73893,1,urn:uuid:0807b550-9428-49ff-8467-31f8c1d15f8d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705577
